population,pop2024,pop2023,pop2022,pop2021,pop2020,pop2019,pop2018,pop2017,pop2016,pop2015,pop2014,pop2013,pop2012,pop2011,pop2010,pop2009,pop2008,pop2007,pop2006,pop2005,pop2004,pop2003,pop2002,pop2001,pop2000,growth,region,city,usps,state,countyFips,county,densityMi,slug,areaMi,lng,lat,type,rank
27060,27060,26972,27221,26964.5,26708,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,24650,24283.95067,23917.90134,23551.85201,502283.4027,22819.75335,22453.70402,22087.65469,21721.60536,21355.55603,20989.5067,0.00326,South,Temple Terrace,FL,Florida,12057,Hillsborough County,3580,florida/temple-terrace,7.558,-82.3759,28.043,City,159
27028,27028,26103,25179,24367.5,23556,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14087,13877.80986,13668.61972,13459.42958,498685.6394,13041.04931,12831.85917,12622.66903,12413.47889,12204.28875,11995.09862,0.03544,South,Fish Hawk,FL,Florida,12057,Hillsborough County,1667,florida/fish-hawk,16.215,-82.2151,27.8493,CDP,160
26964,26964,25038,23112,22024,20936,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.07692,Central,Liberty Triangle,FL,Florida,12083,Marion County,1478,florida/liberty-triangle,18.242,-82.2191,29.076,CDP,161
26796,26796,26534,26272,25471.5,24671,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,23127,22783.56702,22440.13405,22096.70107,501764.6681,21409.83512,21066.40214,20722.96917,20379.53619,20036.10322,19692.67024,0.00987,Northwest,Wright,FL,Florida,12091,Okaloosa County,4892,florida/wright,5.477,-86.642,30.4441,CDP,162
26746,26746,26412,26079,25369.5,24660,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22079,21751.12969,21423.25938,21095.38907,501407.7188,20439.64845,20111.77814,19783.90782,19456.03751,19128.1672,18800.29689,0.01265,South,Northdale,FL,Florida,12057,Hillsborough County,3320,florida/northdale,8.055,-82.5281,28.1046,CDP,163
26593,26593,26125,25657,23777.5,21898,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,20039,19741.42343,19443.84685,19146.27028,500712.8937,18551.11713,18253.54056,17955.96399,17658.38742,17360.81084,17063.23427,0.01791,Northwest,Pace,FL,Florida,12113,Santa Rosa County,1098,florida/pace,24.229,-87.1647,30.6167,CDP,164
26513,26513,26121,25729,25150,24571,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21024,20711.7963,20399.59261,20087.38891,501048.3852,19462.98152,19150.77782,18838.57413,18526.37043,18214.16673,17901.96304,0.01501,South,Palm River-Clair Mel,FL,Florida,12057,Hillsborough County,2321,florida/palm-river-clair-mel,11.424,-82.3794,27.9245,CDP,165
26430,26430,26193,25957,25497.5,25038,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,23120,22776.67097,22433.34195,22090.01292,501762.2839,21403.35487,21060.02584,20716.69681,20373.36779,20030.03876,19686.70973,0.00905,Southeast,Palm City,FL,Florida,12085,Martin County,1907,florida/palm-city,13.86,-80.2855,27.1778,CDP,166
26396,26396,26227,26059,25718,25377,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,24039,23682.02394,23325.04788,22968.07182,502075.2958,22254.11971,21897.14365,21540.16759,21183.19153,20826.21547,20469.23941,0.00644,Central,Keystone,FL,Florida,12057,Hillsborough County,752,florida/keystone,35.115,-82.6081,28.1276,CDP,167
26382,26382,25374,24366,24153,23940,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12267,12084.83663,11902.67325,11720.50988,498065.7465,11356.18314,11174.01976,10991.85639,10809.69302,10627.52965,10445.36627,0.03973,East,Port St. John,FL,Florida,12009,Brevard County,2830,florida/port-st-john,9.321,-80.8104,28.4757,CDP,168
26114,26114,25872,25871,25508.5,25146,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,23491,23142.16167,22793.32334,22444.48501,501888.6467,21746.80835,21397.97003,21049.1317,20700.29337,20351.45504,20002.61671,0.00935,Central,Tarpon Springs,FL,Florida,12103,Pinellas County,2820,florida/tarpon-springs,9.26,-82.7794,28.1491,City,169
26021,26021,24486,22950,19932,16914,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4524,4456.819182,4389.638364,4322.457545,495428.4767,4188.095909,4120.915091,4053.734272,3986.553454,3919.372636,3852.191818,0.06269,Northeast,Nocatee,FL,Florida,12027,DeSoto County,971,florida/nocatee,26.808,-81.4099,30.0851,CDP,170
26020,26020,25745,25471,25178,24885,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22178,21848.65955,21519.3191,21189.97866,501441.4382,20531.29776,20201.95731,19872.61686,19543.27642,19213.93597,18884.59552,0.01068,South,South Bradenton,FL,Florida,12081,Manatee County,5782,florida/south-bradenton,4.5,-82.5847,27.4606,CDP,171
25617,25617,25169,24721,23796,22871,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19344,19056.74409,18769.48818,18482.23226,500476.1764,17907.72044,17620.46453,17333.20861,17045.9527,16758.69679,16471.44088,0.0178,Central,Lutz,FL,Florida,12057,Hillsborough County,1047,florida/lutz,24.458,-82.4497,28.1407,CDP,172
25415,25415,25153,24891,24113.5,23336,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21747,21424.05985,21101.11969,20778.17954,501294.6394,20132.29923,19809.35908,19486.41893,19163.47877,18840.53862,18517.59847,0.01042,South,Westchase,FL,Florida,12057,Hillsborough County,2548,florida/westchase,9.976,-82.6083,28.0565,CDP,173
25209,25209,23628,22354,20619,18884,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8746,8616.123025,8486.246049,8356.369074,496866.4921,8096.615124,7966.738148,7836.861173,7706.984198,7577.107222,7447.230247,0.06691,East,Groveland,FL,Florida,12069,Lake County,1190,florida/groveland,21.188,-81.8271,28.6102,City,174
24872,24872,24452,24032,23302,22572,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18989,18707.01579,18425.03158,18143.04738,500355.2632,17579.07896,17297.09475,17015.11054,16733.12634,16451.14213,16169.15792,0.01718,Central,Jasmine Estates,FL,Florida,12101,Pasco County,6850,florida/jasmine-estates,3.631,-82.6892,28.2961,CDP,175
24869,24869,24457,23966,23593.5,23221,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18487,18212.47043,17937.94085,17663.41128,500184.2817,17114.35214,16839.82256,16565.29299,16290.76342,16016.23385,15741.70427,0.01685,East,Eustis,FL,Florida,12069,Lake County,2154,florida/eustis,11.543,-81.6768,28.8572,City,176
24822,24822,24725,24628,25666,26704,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,23467,23118.51807,22770.03614,22421.5542,501880.4723,21724.59034,21376.10841,21027.62647,20679.14454,20330.66261,19982.18068,0.00392,Central,Bayonet Point,FL,Florida,12101,Pasco County,4369,florida/bayonet-point,5.681,-82.6834,28.3265,CDP,177
24774,24774,24625,24476,24036,23596,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22685,22348.13067,22011.26133,21674.392,501614.1227,21000.65334,20663.784,20326.91467,19990.04534,19653.176,19316.30667,0.00605,East,Oak Ridge,FL,Florida,12095,Orange County,6981,florida/oak-ridge,3.549,-81.4167,28.4728,CDP,178
24684,24684,25103,25566,25963,26360,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,24662,24295.77247,23929.54494,23563.31741,502287.4899,22830.86236,22464.63483,22098.4073,21732.17977,21365.95224,20999.72471,-0.01669,Southeast,Key West,FL,Florida,12087,Monroe County,4409,florida/key-west,5.599,-81.7755,24.5651,City,179
24649,24649,24459,24270,24139,24008,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21998,21671.33253,21344.66506,21017.99759,501380.1301,20364.66264,20037.99517,19711.3277,19384.66023,19057.99276,18731.32529,0.00777,East,Wekiwa Springs,FL,Florida,12117,Seminole County,2870,florida/wekiwa-springs,8.588,-81.4248,28.6996,CDP,180
24634,24634,24615,24597,25063,25529,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,24376,24014.01953,23652.03907,23290.0586,502190.0781,22566.09767,22204.11721,21842.13674,21480.15628,21118.17581,20756.19535,0.00077,Southeast,Coral Terrace,FL,Florida,12086,Miami-Dade County,7334,florida/coral-terrace,3.359,-80.3045,25.7462,CDP,181
24335,24335,24219,24103,24617.5,25132,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22711,22373.74457,22036.48914,21699.23371,501622.9783,21024.72285,20687.46742,20350.21199,20012.95656,19675.70114,19338.44571,0.00479,South,Bloomingdale,FL,Florida,12057,Hillsborough County,2992,florida/bloomingdale,8.134,-82.2614,27.8767,CDP,182
24243,24243,24264,24226,24276.5,24327,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,23493,23144.13197,22795.26394,22446.39591,501889.3279,21748.65986,21399.79183,21050.9238,20702.05577,20353.18774,20004.31971,-0.00087,Southeast,Palmetto Bay,FL,Florida,12086,Miami-Dade County,2926,florida/palmetto-bay,8.285,-80.3189,25.6217,Village,183
24148,24148,24092,24035,22674.5,21314,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,23355,23008.18125,22661.36251,22314.54376,501842.325,21620.90627,21274.08752,20927.26877,20580.45003,20233.63128,19886.81253,0.00232,Northwest,Bellview,FL,Florida,12033,Escambia County,2073,florida/bellview,11.647,-87.3092,30.4648,CDP,184
23800,23800,23636,23523,23333,23143,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21798,21474.3025,21150.60501,20826.90751,501312.01,20179.51252,19855.81502,19532.11752,19208.42003,18884.72253,18561.02503,0.00694,East,Edgewater,FL,Florida,12127,Volusia County,959,florida/edgewater,24.805,-80.9409,28.9544,City,185
23775,23775,22956,22137,20537,18937,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12310,12127.19808,11944.39617,11761.59425,498080.3923,11395.99042,11213.1885,11030.38658,10847.58466,10664.78275,10481.98083,0.03568,Northeast,World Golf Village,FL,Florida,12109,St. Johns County,880,florida/world-golf-village,27.021,-81.4901,29.968,CDP,186
23664,23664,21973,20283,19675.5,19068,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.07696,Central,Marion Oaks,FL,Florida,12083,Marion County,806,florida/marion-oaks,29.348,-82.1953,29.0013,CDP,187
23509,23509,23209,22963,22635.5,22308,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19304,19017.33808,18730.67616,18444.01425,500462.5523,17870.69041,17584.02849,17297.36658,17010.70466,16724.04274,16437.38082,0.01293,East,DeBary,FL,Florida,12127,Volusia County,1241,florida/debary,18.951,-81.3243,28.8814,City,188
23325,23325,23447,23530,23671.5,23813,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21377,21059.5543,20742.1086,20424.6629,501168.6172,19789.7715,19472.32579,19154.88009,18837.43439,18519.98869,18202.54299,-0.0052,Northeast,Jacksonville Beach,FL,Florida,12031,Duval County,3187,florida/jacksonville-beach,7.318,-81.3856,30.2725,City,189
23280,23280,22914,22549,21815,21081,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18164,17894.26694,17624.53387,17354.80081,500074.2677,16815.33468,16545.60161,16275.86855,16006.13549,15736.40242,15466.66936,0.01597,Southeast,Florida Ridge,FL,Florida,12061,Indian River County,2166,florida/florida-ridge,10.746,-80.3835,27.5835,CDP,190
23163,23163,23066,22969,22392.5,21816,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21804,21480.2134,21156.42681,20832.64021,501314.0536,20185.06702,19861.28042,19537.49383,19213.70723,18889.92064,18566.13404,0.00421,Northwest,Brent,FL,Florida,12033,Escambia County,2266,florida/brent,10.221,-87.2507,30.4719,CDP,191
22700,22700,22704,22708,22905,23102,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22758,22420.04663,22082.09325,21744.13988,501638.9865,21068.23313,20730.27976,20392.32639,20054.37301,19716.41964,19378.46627,-0.00018,Southeast,The Crossings,FL,Florida,12086,Miami-Dade County,6603,florida/the-crossings,3.438,-80.4007,25.6706,CDP,192
22406,22406,22277,22148,21772.5,21397,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,20602,20296.06295,19990.1259,19684.18885,500904.6518,19072.31475,18766.3777,18460.44065,18154.50359,17848.56654,17542.62949,0.00579,Northwest,Ensley,FL,Florida,12033,Escambia County,1834,florida/ensley,12.22,-87.2723,30.526,CDP,193
22069,22069,20883,19294,18308.5,17323,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13898,13691.61649,13485.23297,13278.84946,498621.2659,12866.08244,12659.69892,12453.31541,12246.9319,12040.54839,11834.16487,0.05679,Central,Zephyrhills,FL,Florida,12101,Pasco County,2303,florida/zephyrhills,9.581,-82.179,28.2407,City,194
22059,22059,22286,22359,22662,22965,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21821,21496.96096,21172.92191,20848.88287,501319.8438,20200.80478,19876.76574,19552.72669,19228.68765,18904.6486,18580.60956,-0.01019,Southeast,Hialeah Gardens,FL,Florida,12086,Miami-Dade County,6846,florida/hialeah-gardens,3.222,-80.3569,25.8877,City,195
21972,21972,20402,18833,19032,19231,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.07695,Northwest,Bradfordville,FL,Florida,12073,Leon County,1058,florida/bradfordville,20.773,-84.2042,30.5706,CDP,196
21761,21761,21885,21987,22122,22257,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,20902,20591.60799,20281.21598,19970.82396,501006.832,19350.03994,19039.64793,18729.25592,18418.8639,18108.47189,17798.07988,-0.00567,Southeast,Sunny Isles Beach,FL,Florida,12086,Miami-Dade County,21524,florida/sunny-isles-beach,1.011,-80.1235,25.9388,City,197
21742,21742,21061,20368,19692.5,19017,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14030,13821.6563,13613.31261,13404.96891,498666.2252,12988.28152,12779.93783,12571.59413,12363.25043,12154.90674,11946.56304,0.03233,East,Tavares,FL,Florida,12069,Lake County,1762,florida/tavares,12.342,-81.7564,28.7659,City,198
21463,21463,21350,21237,21429,21621,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19879,19583.79941,19288.59881,18993.39822,500658.3976,18402.99703,18107.79644,17812.59584,17517.39525,17222.19466,16926.99406,0.00529,South,Lealman,FL,Florida,12103,Pinellas County,5335,florida/lealman,4.023,-82.6846,27.8197,CDP,199
21432,21432,20011,18590,17168,15746,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13453,13253.22468,13053.44936,12853.67404,498469.6987,12454.1234,12254.34808,12054.57276,11854.79744,11655.02212,11455.2468,0.07101,East,Auburndale,FL,Florida,12105,Polk County,1581,florida/auburndale,13.559,-81.7973,28.11,City,200
21344,21344,21419,21495,21250.5,21006,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22403,22070.31833,21737.63666,21404.95499,501518.0733,20739.59165,20406.90999,20074.22832,19741.54665,19408.86498,19076.18331,-0.0035,Central,Holiday,FL,Florida,12101,Pasco County,3990,florida/holiday,5.349,-82.7426,28.1862,CDP,201
21230,21230,21238,21246,21832,22418,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21339,21022.11859,20705.23719,20388.35578,501155.6744,19754.59297,19437.71156,19120.83016,18803.94875,18487.06735,18170.18594,-0.00038,Northwest,West Pensacola,FL,Florida,12033,Escambia County,2961,florida/west-pensacola,7.169,-87.2681,30.4267,CDP,202
21110,21110,20501,20058,19365,18672,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18762,18483.38671,18204.77343,17926.16014,500277.9469,17368.93356,17090.32028,16811.70699,16533.0937,16254.48041,15975.86713,0.02971,Northwest,Lynn Haven,FL,Florida,12005,Bay County,2013,florida/lynn-haven,10.489,-85.6369,30.2336,City,203
20934,20934,20584,19918,19725,19532,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,17163,16908.13166,16653.26331,16398.39497,499733.3266,15888.65829,15633.78994,15378.9216,15124.05326,14869.18491,14614.31657,0.017,Southeast,Bartow,FL,Florida,12105,Polk County,450,florida/bartow,46.483,-81.8218,27.8868,City,204
20920,20920,20925,21011,20975,20939,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19476,19186.7839,18897.56781,18608.35171,500521.1356,18029.91952,17740.70343,17451.48733,17162.27124,16873.05514,16583.83905,-0.00024,Northwest,Fort Walton Beach,FL,Florida,12091,Okaloosa County,2731,florida/fort-walton-beach,7.66,-86.6218,30.4249,City,205
20824,20824,20360,19895,19864,19833,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14321,14108.33499,13895.66998,13683.00497,498765.34,13257.67496,13045.00995,12832.34494,12619.67993,12407.01492,12194.34992,0.02279,East,Hunters Creek,FL,Florida,12095,Orange County,2955,florida/hunters-creek,7.046,-81.437,28.3598,CDP,206
20812,20812,20476,20141,19726,19311,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,16115,15875.69432,15636.38864,15397.08297,499376.3773,14918.47161,14679.16593,14439.86026,14200.55458,13961.2489,13721.94322,0.01641,Northwest,Midway,FL,Florida,12039,Gadsden County,1732,florida/midway-santa-rosa-county,12.014,-87.0096,30.4051,CDP,207
20712,20712,20352,19574,19422.5,19271,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19989,19692.16592,19395.33184,19098.49776,500695.8637,18504.8296,18207.99552,17911.16144,17614.32736,17317.49328,17020.65921,0.01769,Southeast,Sweetwater,FL,Florida,12086,Miami-Dade County,5352,florida/sweetwater,3.87,-80.387,25.7844,City,208
20461,20461,20227,20604,20064,19524,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,17128,16873.6514,16619.30281,16364.95421,499721.4056,15856.25701,15601.90842,15347.55982,15093.21122,14838.86262,14584.51403,0.01157,South,Punta Gorda,FL,Florida,12015,Charlotte County,1329,florida/punta-gorda,15.398,-82.0658,26.8978,City,209
20225,20225,19930,19561,19302,19043,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,17176,16920.93861,16665.87722,16410.81583,499737.7544,15900.69304,15645.63165,15390.57026,15135.50887,14880.44748,14625.38609,0.0148,East,Cocoa,FL,Florida,12009,Brevard County,1476,florida/cocoa,13.706,-80.7633,28.3766,City,210
20130,20130,19754,19378,19355,19332,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14863,14642.28636,14421.57272,14200.85908,498949.9454,13759.43181,13538.71817,13318.00453,13097.29089,12876.57725,12655.86361,0.01903,South,Englewood,FL,Florida,12015,Charlotte County,1069,florida/englewood,18.823,-82.3479,26.9687,CDP,211
20059,20059,19430,18247,17894,17541,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15240,15013.68796,14787.37592,14561.06388,499078.3518,14108.4398,13882.12776,13655.81572,13429.50368,13203.19164,12976.8796,0.03237,Southeast,Stuart,FL,Florida,12085,Martin County,2819,florida/stuart,7.115,-80.2441,27.1953,City,212
19966,19966,19319,18672,15716.5,12761,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,10907,10745.03245,10583.06491,10421.09736,497602.5298,10097.16226,9935.194716,9773.227168,9611.259621,9449.292073,9287.324526,0.03349,Central,Trinity,FL,Florida,12101,Pasco County,3228,florida/trinity,6.186,-82.6469,28.181,CDP,213
19894,19894,19704,19602,19368,19134,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19304,19017.33808,18730.67616,18444.01425,500462.5523,17870.69041,17584.02849,17297.36658,17010.70466,16724.04274,16437.38082,0.00964,Southeast,Naples,FL,Florida,12021,Collier County,1617,florida/naples,12.303,-81.7953,26.1505,City,214
19851,19851,19393,19055,18536.5,18018,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11611,11438.57814,11266.15629,11093.73443,497842.3126,10748.89072,10576.46886,10404.047,10231.62515,10059.20329,9886.781431,0.02362,Northwest,Panama City Beach,FL,Florida,12005,Bay County,1028,florida/panama-city-beach,19.305,-85.8771,30.2332,City,215
19724,19724,19745,19766,20153,20540,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,20019,19721.72042,19424.44085,19127.16127,500706.0817,18532.60212,18235.32255,17938.04297,17640.7634,17343.48382,17046.20424,-0.00106,Northeast,Palm Valley,FL,Florida,12109,St. Johns County,1617,florida/palm-valley,12.196,-81.391,30.2005,CDP,216
19534,19534,18636,17751,16845.5,15940,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5111,5035.102307,4959.204615,4883.306922,495628.4092,4731.511536,4655.613844,4579.716151,4503.818458,4427.920765,4352.023073,0.04819,Central,Wildwood,FL,Florida,12119,Sumter County,336,florida/wildwood,58.106,-82.0073,28.8058,City,217
19266,19266,18001,16141,15173,14205,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9468,9327.401418,9186.802835,9046.204253,497112.4057,8765.007088,8624.408505,8483.809923,8343.21134,8202.612758,8062.014176,0.07027,East,Minneola,FL,Florida,12069,Lake County,1730,florida/minneola,11.136,-81.7295,28.6023,City,218
19232,19232,19060,18888,18572,18256,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,16824,16574.16576,16324.33153,16074.49729,499617.8631,15574.82882,15324.99458,15075.16034,14825.32611,14575.49187,14325.65764,0.00902,Southeast,San Carlos Park,FL,Florida,12071,Lee County,4072,florida/san-carlos-park,4.723,-81.8197,26.4767,CDP,219
19200,19200,19252,19331,19368.5,19406,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,17322,17064.77053,16807.54106,16550.31158,499787.4821,16035.85264,15778.62317,15521.39369,15264.16422,15006.93475,14749.70528,-0.0027,South,Seminole,FL,Florida,12103,Pinellas County,3702,florida/seminole,5.186,-82.7853,27.8427,City,220
19173,19173,18946,18719,18714.5,18710,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15997,15759.44661,15521.89321,15284.33982,499336.1864,14809.23304,14571.67964,14334.12625,14096.57286,13859.01946,13621.46607,0.01198,Southeast,Country Walk,FL,Florida,12086,Miami-Dade County,7434,florida/country-walk,2.579,-80.434,25.6329,CDP,221
