population,pop2024,pop2023,pop2022,pop2021,pop2020,pop2019,pop2018,pop2017,pop2016,pop2015,pop2014,pop2013,pop2012,pop2011,pop2010,pop2009,pop2008,pop2007,pop2006,pop2005,pop2004,pop2003,pop2002,pop2001,pop2000,growth,region,city,usps,state,countyFips,county,densityMi,slug,areaMi,lng,lat,type,rank
19149,19149,18947,18745,19562.5,20380,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,16323,16080.60555,15838.2111,15595.81665,499447.2222,15111.02775,14868.63329,14626.23884,14383.84439,14141.44994,13899.05549,0.01066,South,Bayshore Gardens,FL,Florida,12081,Manatee County,5456,florida/bayshore-gardens,3.51,-82.5781,27.433,CDP,222
19132,19132,19215,19342,19402.5,19463,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15869,15633.34739,15397.69478,15162.04217,499292.5896,14690.73695,14455.08434,14219.43173,13983.77913,13748.12652,13512.47391,-0.00432,East,Maitland,FL,Florida,12095,Orange County,3569,florida/maitland,5.36,-81.3729,28.6296,City,223
18486,18486,18183,17879,17966,18053,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14234,14022.62693,13811.25386,13599.88079,498735.7077,13177.13465,12965.76158,12754.38851,12543.01544,12331.64237,12120.2693,0.01666,South,Gibsonton,FL,Florida,12057,Hillsborough County,1443,florida/gibsonton,12.814,-82.3793,27.8276,CDP,224
18234,18234,18026,17817,17646,17475,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15313,15085.60392,14858.20784,14630.81176,499103.2157,14176.0196,13948.62352,13721.22743,13493.83135,13266.43527,13039.03919,0.01154,Southeast,Brownsville,FL,Florida,12086,Miami-Dade County,7997,florida/brownsville,2.28,-80.2418,25.8216,CDP,225
18204,18204,17756,17164,16788,16412,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12191,12009.96522,11828.93044,11647.89565,498039.8609,11285.82609,11104.79131,10923.75652,10742.72174,10561.68696,10380.65218,0.02523,East,Mount Dora,FL,Florida,12069,Lake County,2070,florida/mount-dora,8.796,-81.6334,28.8133,City,226
18159,18159,17962,17765,17732.5,17700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15400,15171.31198,14942.62396,14713.93594,499132.8479,14256.5599,14027.87188,13799.18386,13570.49584,13341.80782,13113.1198,0.01097,East,Lake Butler,FL,Florida,12125,Union County,1593,florida/lake-butler,11.401,-81.5387,28.4828,CDP,227
18069,18069,17986,17902,17731,17560,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,16898,16647.06687,16396.13375,16145.20062,499643.0675,15643.33437,15392.40124,15141.46811,14890.53498,14639.60186,14388.66873,0.00461,Southeast,Glenvar Heights,FL,Florida,12086,Miami-Dade County,4431,florida/glenvar-heights,4.078,-80.3159,25.7094,CDP,228
18056,18056,17762,17469,17012,16555,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13949,13741.85914,13534.71829,13327.57743,498638.6366,12913.29572,12706.15486,12499.01401,12291.87315,12084.73229,11877.59144,0.01655,South,South Venice,FL,Florida,12015,Charlotte County,3032,florida/south-venice,5.956,-82.4158,27.0447,CDP,229
18020,18020,17708,17347,17059.5,16772,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14936,14714.20232,14492.40464,14270.60696,498974.8093,13827.0116,13605.21392,13383.41625,13161.61857,12939.82089,12718.02321,0.01762,Central,New Port Richey,FL,Florida,12101,Pasco County,3934,florida/new-port-richey,4.581,-82.7175,28.2466,City,230
17961,17961,18051,17966,18142.5,18319,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18285,18013.4701,17741.9402,17470.4103,500115.4804,16927.35051,16655.82061,16384.29071,16112.76081,15841.23091,15569.70101,-0.00499,Southeast,Pinecrest,FL,Florida,12086,Miami-Dade County,2411,florida/pinecrest,7.451,-80.3049,25.6652,Village,231
17824,17824,16551,15278,14540,13802,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.07691,South,Palmer Ranch,FL,Florida,12115,Sarasota County,2376,florida/palmer-ranch,7.501,-82.4613,27.2234,CDP,232
17611,17611,17317,17085,16759,16433,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15207,14981.17801,14755.35601,14529.53402,499067.112,14077.89003,13852.06803,13626.24604,13400.42404,13174.60205,12948.78006,0.01698,Southeast,Vero Beach,FL,Florida,12061,Indian River County,1532,florida/vero-beach,11.499,-80.3931,27.6472,City,233
17578,17578,17320,17062,17588,18114,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13963,13755.65125,13548.30249,13340.95374,498643.405,12926.25623,12718.90747,12511.55872,12304.20996,12096.86121,11889.51246,0.0149,Northwest,Upper Grand Lagoon,FL,Florida,12005,Bay County,2170,florida/upper-grand-lagoon,8.101,-85.753,30.1756,CDP,234
17511,17511,16734,15958,15081,14204,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6641,6542.382004,6443.764008,6345.146012,496149.528,6147.91002,6049.292024,5950.674028,5852.056032,5753.438036,5654.82004,0.04643,East,Viera West,FL,Florida,12009,Brevard County,1923,florida/viera-west,9.105,-80.7403,28.2452,CDP,235
17316,17316,17046,16776,16597.5,16419,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13535,13334.00699,13133.01398,12932.02097,498497.628,12530.03495,12329.04194,12128.04893,11927.05592,11726.06291,11525.06991,0.01584,Southeast,Palmetto Estates,FL,Florida,12086,Miami-Dade County,8024,florida/palmetto-estates,2.158,-80.3606,25.6227,CDP,236
17280,17280,16967,16678,16352.5,16027,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14043,13834.46326,13625.92651,13417.38977,498670.653,13000.31628,12791.77954,12583.24279,12374.70605,12166.1693,11957.63256,0.01845,East,Lady Lake,FL,Florida,12069,Lake County,1851,florida/lady-lake,9.337,-81.9328,28.9198,Town,237
17270,17270,17217,17163,17103.5,17044,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,16520,16274.68012,16029.36025,15784.04037,499514.3205,15293.40062,15048.08075,14802.76087,14557.441,14312.12112,14066.80124,0.00308,Southeast,Pinewood,FL,Florida,12086,Miami-Dade County,9852,florida/pinewood,1.753,-80.2171,25.8694,CDP,238
17252,17252,16794,16832,16126,15420,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13648,13445.32896,13242.65791,13039.98687,498536.1158,12634.64478,12431.97373,12229.30269,12026.63164,11823.9606,11621.28955,0.02727,East,Longwood,FL,Florida,12117,Seminole County,3124,florida/longwood,5.522,-81.3484,28.7014,City,239
17124,17124,17035,16945,17042.5,17140,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15870,15634.33254,15398.66508,15162.99762,499292.9302,14691.6627,14455.99524,14220.32779,13984.66033,13748.99287,13513.32541,0.00522,Northwest,Myrtle Grove,FL,Florida,12033,Escambia County,2577,florida/myrtle-grove,6.644,-87.3028,30.4145,CDP,240
16923,16923,16955,17013,17031,17049,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,16898,16647.06687,16396.13375,16145.20062,499643.0675,15643.33437,15392.40124,15141.46811,14890.53498,14639.60186,14388.66873,-0.00189,South,Safety Harbor,FL,Florida,12103,Pinellas County,3436,florida/safety-harbor,4.925,-82.6978,28.0063,City,241
16906,16906,16737,16567,16138.5,15710,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14531,14315.21652,14099.43304,13883.64956,498836.8661,13452.08259,13236.29911,13020.51563,12804.73215,12588.94867,12373.16519,0.0101,Northwest,Warrington,FL,Florida,12033,Escambia County,2439,florida/warrington,6.931,-87.2938,30.3844,CDP,242
16879,16879,16840,16786,16754,16722,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18212,17941.55414,17671.10828,17400.66243,500090.6166,16859.77071,16589.32485,16318.87899,16048.43314,15777.98728,15507.54142,0.00232,Southeast,Belle Glade,FL,Florida,12099,Palm Beach County,2421,florida/belle-glade,6.973,-80.6656,26.6922,City,243
16854,16854,16725,16596,15987.5,15379,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15047,14823.55398,14600.10797,14376.66195,499012.6159,13929.76992,13706.32391,13482.87789,13259.43188,13035.98586,12812.53985,0.00771,Southeast,Three Lakes,FL,Florida,12086,Miami-Dade County,5223,florida/three-lakes,3.227,-80.3996,25.6426,CDP,244
16850,16850,15068,13537,11629,9721,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2891,2848.069022,2805.138044,2762.207065,494872.2761,2676.345109,2633.414131,2590.483152,2547.552174,2504.621196,2461.690218,0.11826,East,Davenport,FL,Florida,12105,Polk County,3831,florida/davenport,4.398,-81.6108,28.1612,City,245
16811,16811,16681,16520,16405.5,16291,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14169,13958.59217,13748.18434,13537.77652,498713.5687,13116.96086,12906.55303,12696.1452,12485.73738,12275.32955,12064.92172,0.00779,Southeast,Lake Wales,FL,Florida,12105,Polk County,886,florida/lake-wales,18.977,-81.5995,27.9207,City,246
16709,16709,16490,16231,16031.5,15832,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12972,12779.36747,12586.73494,12394.1024,498305.8699,12008.83734,11816.20481,11623.57228,11430.93975,11238.30721,11045.67468,0.01328,Northwest,Niceville,FL,Florida,12091,Okaloosa County,1159,florida/niceville,14.412,-86.476,30.5288,City,247
16669,16669,16709,16781,16805,16829,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13803,13598.02723,13393.05445,13188.08168,498588.9089,12778.13613,12573.16335,12368.19058,12163.2178,11958.24503,11753.27225,-0.00239,East,Lake Mary,FL,Florida,12117,Seminole County,1837,florida/lake-mary,9.076,-81.3328,28.7591,City,248
16602,16602,16313,16024,15759.5,15495,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12556,12369.54501,12183.09003,11996.63504,498164.1801,11623.72507,11437.27009,11250.8151,11064.36012,10877.90513,10691.45015,0.01772,East,Azalea Park,FL,Florida,12095,Orange County,5441,florida/azalea-park,3.051,-81.2954,28.5473,CDP,249
16359,16359,16210,16145,15954,15763,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,16453,16208.67507,15964.35013,15720.0252,499491.5003,15231.37533,14987.05039,14742.72546,14498.40053,14254.07559,14009.75066,0.00919,Southeast,Marco Island,FL,Florida,12021,Collier County,1346,florida/marco-island,12.157,-81.7048,25.932,City,250
16186,16186,16318,16450,16711,16972,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18036,17768.16772,17500.33544,17232.50316,500030.6709,16696.8386,16429.00632,16161.17404,15893.34175,15625.50947,15357.67719,-0.00809,Southeast,Ojus,FL,Florida,12086,Miami-Dade County,6110,florida/ojus,2.649,-80.1714,25.9546,CDP,251
15899,15899,15596,15216,14951,14686,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13062,12868.03098,12674.06196,12480.09294,498336.5239,12092.1549,11898.18588,11704.21686,11510.24784,11316.27882,11122.3098,0.01943,Northeast,St. Augustine,FL,Florida,12109,St. Johns County,1670,florida/st-augustine,9.521,-81.3111,29.8962,City,252
15684,15684,15509,15333,14755.5,14178,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13224,13027.6253,12831.2506,12634.8759,498391.7012,12242.1265,12045.7518,11849.3771,11653.0024,11456.62771,11260.25301,0.01128,South,Fruitville,FL,Florida,12115,Sarasota County,2298,florida/fruitville,6.824,-82.4595,27.3329,CDP,253
15670,15670,14928,14886,13793.5,12701,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11320,11151.89946,10983.79891,10815.69837,497743.1978,10479.49728,10311.39673,10143.29619,9975.195646,9807.095101,9638.994557,0.04971,East,Orange City,FL,Florida,12127,Volusia County,2005,florida/orange-city,7.817,-81.2833,28.9373,City,254
15627,15627,15496,15365,14965.5,14566,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13791,13586.20542,13381.41085,13176.61627,498584.8217,12767.02712,12562.23254,12357.43796,12152.64339,11947.84881,11743.05423,0.00845,Central,Homosassa Springs,FL,Florida,12017,Citrus County,621,florida/homosassa-springs,25.168,-82.5408,28.8093,CDP,255
15597,15597,15794,15884,16133.5,16383,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15239,15012.70281,14786.40562,14560.10843,499078.0112,14107.51405,13881.21686,13654.91967,13428.62248,13202.32529,12976.0281,-0.01247,Southeast,Opa-locka,FL,Florida,12086,Miami-Dade County,3620,florida/opa-locka,4.308,-80.2552,25.9,City,256
15515,15515,15544,15573,15911.5,16250,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15921,15684.5752,15448.15039,15211.72559,499310.3008,14738.87599,14502.45118,14266.02638,14029.60158,13793.17678,13556.75197,-0.00187,East,Southchase,FL,Florida,12095,Orange County,2242,florida/southchase,6.92,-81.3903,28.3792,CDP,257
15343,15343,15180,15017,14991.5,14966,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13060,12866.06068,12672.12136,12478.18204,498335.8427,12090.3034,11896.36408,11702.42476,11508.48544,11314.54612,11120.60679,0.01074,East,Lockhart,FL,Florida,12095,Orange County,3460,florida/lockhart,4.435,-81.4338,28.6271,CDP,258
15232,15232,14144,13056,11986,10916,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.07692,Central,On Top World,FL,Florida,12083,Marion County,870,florida/on-top-world,17.506,-82.2866,29.1058,CDP,259
15225,15225,14962,14698,14094,13490,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11535,11363.70673,11192.41347,11021.1202,497816.4269,10678.53367,10507.2404,10335.94713,10164.65387,9993.3606,9822.067334,0.01758,Southeast,Gladeview,FL,Florida,12086,Miami-Dade County,5947,florida/gladeview,2.56,-80.2389,25.8399,CDP,260
15111,15111,15109,15012,15057,15102,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14096,13886.67621,13677.35243,13468.02864,498688.7049,13049.38106,12840.05728,12630.73349,12421.4097,12212.08591,12002.76213,0.00013,Southeast,West Park,FL,Florida,12011,Broward County,6875,florida/west-park,2.198,-80.181,25.9787,City,261
15017,15017,14934,14851,14221.5,13592,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13854,13648.26988,13442.53976,13236.80964,498606.2795,12825.34941,12619.61929,12413.88917,12208.15905,12002.42893,11796.69882,0.00556,East,Forest City,FL,Florida,12095,Orange County,3493,florida/forest-city,4.299,-81.4449,28.6615,CDP,262
14801,14801,14831,14877,14898.5,14920,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13727,13523.15582,13319.31163,13115.46745,498563.0233,12707.77908,12503.93489,12300.09071,12096.24652,11892.40234,11688.55815,-0.00202,South,Oldsmar,FL,Florida,12103,Pinellas County,1655,florida/oldsmar,8.945,-82.6713,28.0484,City,263
14632,14632,14410,14188,14476,14764,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11521,11349.91463,11178.82926,11007.74389,497811.6585,10665.57316,10494.48779,10323.40242,10152.31705,9981.231684,9810.146316,0.01541,Southeast,Hobe Sound,FL,Florida,12085,Martin County,2059,florida/hobe-sound,7.106,-80.1424,27.0727,CDP,264
14585,14585,14352,14119,14173,14227,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11323,11154.85491,10986.70981,10818.56472,497744.2196,10482.27453,10314.12944,10145.98434,9977.839249,9809.694155,9641.549061,0.01623,Southeast,Lakewood Park,FL,Florida,12111,St. Lucie County,2188,florida/lakewood-park,6.665,-80.3872,27.539,CDP,265
14457,14457,14216,13974,14181,14388,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11074,10909.55252,10745.10505,10580.65757,497659.4101,10251.76262,10087.31514,9922.867669,9758.420193,9593.972717,9429.525241,0.01695,Northwest,East Milton,FL,Florida,12113,Santa Rosa County,504,florida/east-milton,28.708,-86.9643,30.6172,CDP,266
14303,14303,14414,14431,14588,14745,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12389,12205.02494,12021.04989,11837.07483,498107.2998,11469.12472,11285.14966,11101.1746,10917.19955,10733.22449,10549.24943,-0.0077,Southeast,Key Biscayne,FL,Florida,12086,Miami-Dade County,11470,florida/key-biscayne,1.247,-80.1656,25.6907,Village,267
14271,14271,14188,14123,14030.5,13938,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12159,11978.44041,11797.88083,11617.32124,498028.9617,11256.20207,11075.64248,10895.0829,10714.52331,10533.96372,10353.40414,0.00585,Northwest,Destin,FL,Florida,12091,Okaloosa County,1905,florida/destin,7.493,-86.4714,30.4044,City,268
14225,14225,14138,14052,14272.5,14493,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13014,12820.74377,12627.48755,12434.23132,498320.1751,12047.71887,11854.46264,11661.20641,11467.95019,11274.69396,11081.43774,0.00615,South,Thonotosassa,FL,Florida,12057,Hillsborough County,537,florida/thonotosassa,26.482,-82.2965,28.0466,CDP,269
14173,14173,13987,13801,14111,14421,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11569,11397.20184,11225.40368,11053.60551,497828.0074,10710.00919,10538.21103,10366.41286,10194.6147,10022.81654,9851.018377,0.0133,Southeast,Villas,FL,Florida,12071,Lee County,3064,florida/villas,4.625,-81.8678,26.5505,CDP,270
14157,14157,13966,13776,13561,13346,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11491,11320.36013,11149.72026,10979.08038,497801.4405,10637.80064,10467.16077,10296.52089,10125.88102,9955.241149,9784.601277,0.01368,Northeast,Yulee,FL,Florida,12089,Nassau County,611,florida/yulee,23.159,-81.5696,30.6354,CDP,271
14116,14116,14206,14295,13941.5,13588,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15369,15140.77233,14912.54465,14684.31698,499122.2893,14227.86163,13999.63396,13771.40628,13543.17861,13314.95094,13086.72326,-0.00634,South,Iona,FL,Florida,12071,Lee County,2130,florida/iona,6.626,-81.9608,26.5172,CDP,272
14087,14087,13674,13261,12764,12267,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8303,8179.701518,8056.403035,7933.104553,496715.6061,7686.507589,7563.209106,7439.910624,7316.612142,7193.31366,7070.015177,0.0302,Southeast,Naranja,FL,Florida,12086,Miami-Dade County,9398,florida/naranja,1.499,-80.4219,25.5161,CDP,273
14049,14049,13781,13658,13317,12976,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12246,12064.14847,11882.29695,11700.44542,498058.5939,11336.74237,11154.89085,10973.03932,10791.1878,10609.33627,10427.48475,0.01945,Northeast,South Daytona,FL,Florida,12127,Volusia County,3796,florida/south-daytona,3.701,-81.0055,29.1662,City,274
14048,14048,14162,14277,14290.5,14304,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15651,15418.58466,15186.16933,14953.75399,499218.3387,14488.92331,14256.50798,14024.09264,13791.6773,13559.26196,13326.84663,-0.00805,South,West Lealman,FL,Florida,12103,Pinellas County,4465,florida/west-lealman,3.146,-82.7389,27.8199,CDP,275
13934,13934,13892,13850,14509,15168,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13343,13144.85817,12946.71633,12748.5745,498432.2327,12352.29083,12154.149,11956.00716,11757.86533,11559.72349,11361.58166,0.00302,Northeast,Bellair-Meadowbrook Terrace,FL,Florida,12019,Clay County,3396,florida/bellair-meadowbrook-terrace,4.103,-81.7344,30.1793,CDP,276
13890,13890,13661,13400,13187,12974,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14345,14131.97859,13918.95719,13705.93578,498773.5144,13279.89297,13066.87157,12853.85016,12640.82876,12427.80735,12214.78595,0.01676,Northwest,Callaway,FL,Florida,12005,Bay County,1477,florida/callaway,9.406,-85.5486,30.1304,City,277
13880,13880,13852,13824,14042.5,14261,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13488,13287.70493,13087.40987,12887.1148,498481.6197,12486.52467,12286.22961,12085.93454,11885.63948,11685.34441,11485.04935,0.00202,Southeast,Olympia Heights,FL,Florida,12086,Miami-Dade County,5129,florida/olympia-heights,2.706,-80.339,25.7279,CDP,278
13832,13832,13647,13394,13243,13092,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11377,11208.05301,11039.10603,10870.15904,497762.6121,10532.26507,10363.31808,10194.37109,10025.4241,9856.477117,9687.53013,0.01356,Northeast,Fernandina Beach,FL,Florida,12089,Nassau County,1168,florida/fernandina-beach,11.84,-81.4515,30.6581,City,279
13660,13660,13577,13620,13473.5,13327,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12674,12485.79273,12297.58546,12109.37819,498204.3709,11732.96365,11544.75638,11356.54911,11168.34184,10980.13457,10791.9273,0.00611,South,Palmetto,FL,Florida,12081,Manatee County,2546,florida/palmetto,5.366,-82.575,27.525,City,280
13630,13630,13604,13579,13911,14243,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13273,13075.89766,12878.79531,12681.69297,498408.3906,12287.48828,12090.38594,11893.2836,11696.18125,11499.07891,11301.97657,0.00191,Northwest,Gonzalez,FL,Florida,12033,Escambia County,900,florida/gonzalez,15.141,-87.2863,30.5887,CDP,281
13604,13604,13396,13189,12620.5,12052,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,10702,10543.07668,10384.15335,10225.23003,497532.7067,9907.383381,9748.460057,9589.536734,9430.61341,9271.690086,9112.766762,0.01553,Central,Cheval,FL,Florida,12057,Hillsborough County,2286,florida/cheval,5.951,-82.5173,28.148,CDP,282
13585,13585,13472,13358,13201.5,13045,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11994,11815.89064,11637.78128,11459.67193,497972.7626,11103.45321,10925.34385,10747.2345,10569.12514,10391.01578,10212.90642,0.00839,Southeast,Jupiter Farms,FL,Florida,12085,Martin County,901,florida/jupiter-farms,15.081,-80.218,26.9225,CDP,283
13528,13528,13523,13519,13392.5,13266,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13467,13267.01678,13067.03356,12867.05035,498474.4671,12467.08391,12267.10069,12067.11747,11867.13425,11667.15104,11467.16782,0.00037,East,Conway,FL,Florida,12095,Orange County,4085,florida/conway,3.312,-81.333,28.4969,CDP,284
